A,B,C,D
a4417,b2848,c897,d2331
a4648,b1350,c1246,d2990
a1171,b1483,c3396,d59
a261,b512,c3007,d3125
a3089,b2497,c1171,d1809
a2270,b2866,c671,d2351
a409,b1682,c3077,d1482
a2396,b2137,c2655,d2204
a331,b2524,c4350,d3066
a669,b2754,c2419,d2286
a3452,b1139,c728,d4097
a1878,b1363,c1713,d23
a3572,b2479,c2975,d3779
a2179,b799,c1831,d314
a2648,b3675,c2377,d1048
a860,b3056,c1320,d503
a1425,b1479,c4113,d2796
a3046,b2596,c2528,d855
a3993,b328,c1572,d1382
a1260,b1315,c4260,d2906
a2701,b2793,c747,d3577
a4561,b346,c1268,d3255
a2156,b351,c3186,d1262
a458,b2108,c3417,d3752
a1619,b3507,c2528,d482
a2668,b881,c3030,d3254
a2569,b203,c1240,d2448
a1493,b1582,c296,d2831
a855,b677,c2360,d2831
a4296,b1705,c2515,d3251
a1965,b3698,c2392,d4110
a3091,b1595,c1982,d234
a4519,b1013,c4565,d1348
a2388,b533,c3835,d3027
a4302,b152,c4156,d3832
a4451,b2761,c2685,d2318
a4554,b3741,c2996,d3508
a1402,b1529,c1786,d1843
a4147,b182,c3231,d1886
a49,b1547,c2333,d1195
a27,b102,c43,d780
a1216,b974,c2793,d4363
a2453,b517,c4486,d1954
a826,b3006,c1876,d411
a4173,b2322,c4714,d1158
a4219,b577,c3525,d575
a2535,b1829,c4555,d1164
a4131,b3209,c2770,d3268
a1634,b1834,c3412,d4218
a1885,b525,c571,d1976
a4776,b3503,c4089,d3044
a2622,b2037,c1972,d1386
a4519,b1811,c1411,d3363
a1676,b173,c3619,d1296
a455,b990,c1316,d3917
a3934,b907,c1455,d3958
a3015,b2208,c2037,d2670
a1948,b3196,c1233,d2017
a3827,b1867,c1966,d1139
a3452,b3399,c4718,d4188
a1602,b3399,c2144,d108
a4193,b3343,c1631,d1544
a655,b414,c4358,d259
a2924,b2140,c2049,d4436
a3832,b1855,c1557,d1083
a4023,b99,c4534,d3450
a3073,b1498,c2901,d1645
a3361,b3374,c3129,d808
a106,b3156,c1073,d1924
a778,b366,c4000,d3413
a3043,b3774,c3233,d2043
a139,b3034,c551,d4171
a2025,b863,c2880,d1539
a3615,b1554,c4649,d122
a1478,b2039,c390,d4157
a3364,b1862,c4030,d1229
a615,b1258,c736,d2516
a4491,b3412,c3403,d1027
a1086,b2169,c1471,d521
a202,b705,c1868,d2994
a1610,b411,c1227,d2597
a1743,b1526,c4226,d3066
a2571,b1622,c4229,d1544
a3536,b2923,c2303,d1110
a2929,b2446,c266,d1196
a2739,b2210,c1647,d3094
a1395,b690,c4254,d2129
a2560,b1376,c1677,d712
a3267,b205,c85,d4126
a911,b3742,c1829,d2961
a4674,b1077,c3214,d1032
a830,b2294,c1494,d131
a2327,b733,c1516,d4039
a2941,b2168,c2807,d1418
a4214,b1336,c4483,d3326
a1927,b527,c801,d64
a3476,b398,c1211,d3474
a1634,b1692,c4458,d920
a3996,b1297,c777,d1743
a591,b1325,c1948,d3178
a1615,b3034,c1178,d252
a2324,b3256,c3938,d3629
a2631,b958,c3129,d406
a4443,b1692,c1496,d2623
a4448,b1861,c4135,d1970
a3900,b2321,c1256,d1377
a4690,b2121,c254,d2145
a3509,b3341,c4064,d3280
a4558,b1454,c505,d3411
a1591,b744,c674,d472
a1641,b997,c1293,d3737
a1617,b1048,c64,d946
a2544,b1905,c2970,d2316
a2390,b3439,c2675,d754
a1179,b2052,c1377,d34
a1799,b3110,c2567,d3648
a1721,b2444,c790,d1298
a130,b383,c1332,d1702
a4416,b884,c993,d3369
a1131,b3233,c1630,d1448
a4810,b2563,c4076,d307
a4752,b2856,c4409,d645
a104,b1776,c1311,d1427
a263,b1950,c2376,d2249
a3704,b1839,c2234,d1684
a3009,b3403,c1127,d3355
a1758,b3285,c4088,d457
a900,b1598,c2542,d552
a904,b728,c83,d1215
a2156,b2589,c319,d2210
a2193,b1641,c1868,d2735
a1061,b331,c4002,d2122
a3546,b1047,c2546,d3322
a396,b894,c4355,d3667
a4662,b1421,c1744,d1731
a3890,b770,c1446,d2592
a4510,b2866,c2795,d885
a694,b2256,c1418,d1052
a4210,b2608,c4209,d1121
a4248,b2410,c2644,d525
a4413,b151,c2015,d1951
a1427,b72,c4092,d3486
a4866,b1243,c3228,d1734
a3838,b209,c711,d1206
a1061,b1891,c1735,d3785
a1383,b3645,c1123,d3101
a1858,b2374,c2876,d2336
a293,b29,c2554,d403
a3963,b1768,c3435,d2970
a3390,b901,c2436,d1217
a2626,b2476,c359,d2014
a1330,b639,c3796,d2669
a3868,b2931,c820,d3579
a3891,b1261,c3320,d3754
a2476,b3023,c418,d434
a4506,b1019,c2403,d3059
a682,b3180,c1332,d2847
a3810,b1099,c1670,d1813
a2654,b3012,c4010,d744
a2176,b2488,c3059,d3841
a4468,b908,c3373,d4203
a4828,b3267,c3278,d1569
a2290,b2433,c2244,d31
a1127,b509,c2078,d3746
a3371,b1038,c508,d1753
a2588,b2409,c138,d3427
a2725,b3244,c4634,d1275
a2530,b2415,c1295,d3398
a3545,b2787,c3976,d2976
a2947,b1310,c745,d1883
a3048,b1111,c463,d3817
a1200,b761,c4598,d717
a4700,b2324,c4274,d4012
a1730,b1815,c4760,d953
a3779,b2552,c3869,d3666
a3789,b1918,c4755,d827
a2730,b1141,c243,d3207
a2272,b894,c3932,d3106
a1228,b889,c534,d1589
a4572,b6,c4554,d1532
a152,b1573,c3356,d4164
a2429,b3324,c1015,d1976
a3087,b2898,c3603,d1802
a1350,b2937,c758,d4139
a4082,b3436,c1805,d690
a3848,b2583,c4626,d3458
a2993,b82,c1473,d3217
a3749,b3652,c3053,d3959
a3851,b1895,c4493,d1126
a4202,b2424,c2817,d774
a52,b3162,c4014,d1570
a4023,b438,c3135,d48
a762,b706,c2170,d137
a4869,b1391,c2611,d4200
a3307,b402,c1467,d1579
a303,b1187,c875,d3554
a3427,b2956,c3213,d2747
a80,b419,c4154,d2592
a2000,b1325,c3980,d569
a4088,b2809,c2986,d3514
a2757,b1133,c936,d519
a899,b1230,c1329,d3693
a2413,b2880,c408,d578
a1258,b3287,c3490,d709
a1275,b2354,c3414,d368
a1615,b879,c3997,d2434
a2469,b780,c2135,d366
a1851,b214,c2553,d4038
a4745,b1720,c2617,d329
a2792,b2512,c251,d3069
a3377,b1812,c521,d2176
a4850,b1840,c1205,d2786
a2747,b1475,c3518,d2084
a4390,b701,c2806,d2633
a4706,b2691,c3000,d155
a859,b700,c4464,d372
a1825,b493,c2954,d3456
a395,b603,c880,d1346
a103,b80,c1863,d90
a3983,b275,c4427,d4102
a1735,b2672,c1561,d3732
a2820,b751,c1554,d2713
a759,b141,c3776,d2860
a1875,b1506,c2586,d1271
a1443,b2970,c1660,d887
a4383,b1749,c4681,d405
a369,b3287,c492,d200
a416,b1701,c3852,d3962
a3367,b3555,c1036,d395
a2442,b1379,c3385,d2381
a2049,b1985,c824,d1009
a3225,b441,c468,d2370
a2850,b3382,c35,d877
a4074,b3475,c1401,d2140
a4560,b942,c4428,d3092
a4150,b2711,c4172,d530
a2243,b2832,c1883,d539
a158,b3622,c3350,d3023
a4401,b3230,c2936,d2675
a3217,b3267,c2633,d651
a4226,b1535,c3124,d846
a4841,b3395,c2236,d2424
a3753,b1774,c14,d2665
a488,b3775,c1521,d2617
a3385,b535,c1844,d1355
a2137,b3057,c1231,d3101
a2304,b1919,c290,d1497
a4561,b2471,c521,d3617
a2097,b307,c2609,d472
a4411,b2936,c1489,d417
a4664,b2589,c968,d402
a3143,b3494,c717,d1363
a3315,b2553,c3951,d1222
a1655,b1614,c1201,d912
a4509,b1733,c454,d3310
a4288,b550,c1042,d3408
a4630,b229,c2142,d3594
a66,b1159,c3456,d1513
a846,b318,c3207,d2923
a1292,b2351,c331,d639
a1323,b1022,c3569,d2208
a3888,b265,c1181,d2686
a3906,b1745,c2262,d901
a2402,b1670,c4324,d292
a4158,b409,c4259,d1936
a4537,b1968,c1020,d2963
a2636,b514,c4705,d86
a252,b3708,c217,d3979
a3869,b1765,c4077,d63
a1810,b759,c3337,d1828
a32,b1965,c4373,d4376
a1898,b2186,c4198,d3323
a3501,b3174,c2754,d2849
a4038,b179,c283,d4062
a4311,b2645,c929,d833
a334,b692,c1272,d130
a957,b2480,c2711,d595
a3880,b2999,c4134,d638
a4172,b3752,c986,d2887
a4877,b3655,c3580,d155
a670,b3252,c2651,d647
a4370,b2224,c589,d3292
a4651,b640,c1550,d2371
a3837,b3665,c2425,d228
a2764,b3260,c1370,d520
a2791,b2865,c2167,d4040
a3180,b901,c936,d3147
a4180,b1270,c2512,d4075
a2616,b865,c3293,d1415
a2859,b2332,c4023,d1004
a4467,b741,c4073,d2599
a566,b2719,c1199,d2391
a1644,b2417,c3983,d479
a2640,b1137,c1907,d2054
a1001,b2616,c550,d3917
a1373,b21,c4607,d2473
a3637,b2827,c153,d862
a1641,b455,c4597,d4168
a3922,b3231,c3457,d1252
a4004,b1805,c2664,d276
a727,b50,c4199,d2512
a3135,b809,c4054,d1292
a4600,b3477,c2070,d1427
a2233,b2864,c2576,d2518
a2854,b1678,c1568,d3400
a331,b3158,c2144,d3460
a1440,b903,c280,d4375
a1061,b1032,c1318,d3820
a3935,b1260,c4646,d1933
a967,b1697,c4094,d386
a859,b2144,c2571,d4206
a4691,b693,c253,d3796
a3074,b1751,c591,d425
a4691,b2620,c3600,d4415
a3555,b2118,c3205,d1913
a2439,b114,c298,d3897
a3359,b789,c785,d3191
a86,b1876,c1252,d4228
a1361,b702,c4355,d354
a4840,b187,c3424,d721
a1069,b737,c2774,d1904
a4129,b1953,c4665,d3817
a4463,b1771,c3594,d2127
a2244,b2666,c790,d320
a440,b1383,c2278,d3057
a922,b3620,c3189,d2150
a926,b1532,c3918,d4372
a1062,b2150,c1200,d1781
a1339,b375,c1442,d1239
a4175,b2650,c3789,d3880
a2542,b2897,c351,d2668
a3419,b569,c680,d1892
a4039,b1742,c4528,d1736
a635,b1240,c3944,d786
a679,b2995,c10,d4412
a183,b2559,c61,d1740
a2476,b1263,c3407,d1605
a2380,b3320,c2264,d3462
a3783,b920,c2927,d546
a158,b1508,c4738,d1383
a946,b1401,c2511,d3766
a1117,b1403,c3799,d4224
a446,b1166,c290,d3731
a1339,b3618,c1990,d1038
a4317,b1253,c3517,d31
a4113,b1592,c629,d1339
a2392,b480,c2342,d3405
a4682,b1164,c1188,d1149
a843,b2400,c4477,d3305
a598,b2932,c4381,d901
a2141,b236,c2272,d786
a2586,b3734,c2102,d1994
a514,b1433,c1498,d2891
a173,b431,c645,d4309
a4469,b2542,c3010,d1864
a509,b1082,c1629,d3828
a1956,b1907,c3782,d159
a551,b2948,c3095,d1523
a4503,b3202,c1063,d2113
a4443,b3298,c234,d927
a2629,b1469,c1197,d2901
a1274,b204,c1509,d2390
a1983,b3539,c3092,d4257
a1810,b3162,c175,d2806
a2783,b3499,c3322,d4351
a1087,b3514,c3808,d3632
a3811,b315,c320,d1937
a1151,b3678,c4472,d2435
a2226,b830,c191,d318
a13,b2559,c649,d560
a1109,b2194,c510,d3674
a4869,b1257,c1076,d1042
a980,b3167,c1423,d3074
a3321,b574,c4095,d168
a1496,b2538,c4543,d1904
a4539,b1401,c2344,d3366
a4056,b238,c3165,d229
a2941,b3613,c2459,d2547
a287,b1085,c3413,d308
a2200,b512,c105,d2641
a4652,b843,c628,d3258
a530,b310,c219,d2154
a1455,b3506,c3303,d1689
a3515,b837,c2507,d319
a322,b3629,c1555,d316
a1493,b1162,c2409,d1376
a2486,b635,c1499,d1923
a2751,b1129,c1595,d1619
a1184,b1421,c966,d3618
a1207,b2852,c154,d1442
a4737,b2645,c920,d2532
a1642,b832,c1247,d1714
a1020,b2956,c600,d1036
a4325,b1383,c125,d3387
a1866,b3360,c4102,d1171
a2446,b1065,c2453,d3380
a347,b192,c1670,d3858
a3029,b2159,c2364,d610
a4773,b454,c243,d1056
a427,b1361,c3946,d786
a1797,b645,c3170,d3453
a4287,b919,c2315,d866
a2324,b3189,c4554,d288
a4348,b3234,c2109,d3864
a687,b1307,c107,d1576
a3944,b3606,c503,d2132
a3970,b1053,c3796,d4112
a3142,b57,c197,d2480
a3201,b2054,c4411,d895
a2838,b278,c3118,d3958
a3035,b1430,c408,d2525
a3398,b1814,c4070,d2978
a2137,b1333,c4528,d4237
a3595,b1249,c3448,d403
a4587,b2311,c212,d1498
a4629,b590,c4743,d196
a4154,b3465,c4,d2057
a1617,b211,c3156,d3321
a106,b2413,c4499,d1952
a221,b1940,c4228,d461
a1244,b1621,c619,d2341
a4648,b2884,c2099,d904
a2203,b2639,c3688,d3700
a2160,b535,c1825,d568
a1201,b1735,c713,d2147
a1465,b597,c4146,d1032
a4900,b1262,c3096,d1240
a1092,b2594,c1236,d798
a3836,b3418,c3834,d2538
a1908,b2505,c1125,d3643
a4540,b3220,c2900,d1581
a4186,b1783,c2246,d831
a4576,b72,c3818,d179
a2889,b2575,c4484,d986
a4047,b3584,c4022,d4093
a4018,b1785,c262,d2797
a358,b3181,c3887,d3337
a2012,b553,c534,d132
a711,b93,c4305,d654
a4309,b779,c4748,d2020
a2186,b3713,c2547,d138
a1145,b3275,c4259,d4434
a3438,b1165,c4424,d3029
a78,b206,c1622,d3597
a1776,b2454,c2719,d2390
a1223,b1932,c1594,d4308
a4072,b451,c3273,d4361
a4717,b1721,c3917,d852
a4057,b2373,c4297,d808
a391,b1675,c394,d433
a2821,b2831,c2061,d3227
a2071,b371,c1367,d791
a20,b256,c4361,d703
a1843,b902,c4541,d2605
a1947,b3155,c3957,d1349
a4895,b1335,c2452,d3117
a2363,b3338,c1149,d2974
a3741,b3515,c363,d4374
a3450,b3088,c3924,d1902
a929,b1116,c2369,d943
a1552,b693,c3472,d2386
a3623,b2024,c4671,d233
a3109,b596,c1376,d1408
a131,b2257,c4019,d500
a3335,b586,c3247,d394
a4218,b222,c1007,d2907
a4899,b3028,c409,d2359
a3817,b650,c86,d3034
a3525,b2702,c2089,d4439
a4790,b1204,c2267,d386
a875,b1640,c1015,d1061
a2608,b2922,c1917,d2284
a4171,b1829,c3792,d4123
a3095,b3282,c1283,d144
a1897,b161,c3091,d3292
a3461,b3100,c2788,d2845
a3096,b336,c2669,d1845
a1522,b855,c4337,d1015
a3350,b807,c733,d4155
a2905,b1713,c1784,d3498
a1789,b477,c4410,d2597
a4230,b2593,c1991,d1609
a1901,b2232,c1696,d4129
a127,b1767,c1631,d1279
a4878,b2918,c4618,d3319
a2084,b787,c1267,d1103
a4616,b2714,c4059,d461
a2748,b2970,c2580,d3576
a1706,b3358,c4289,d2389
a4640,b3350,c351,d251
a4229,b3048,c3641,d4008
a3259,b3571,c1211,d2549
a4584,b151,c4532,d1531
a2229,b2340,c4049,d1174
a4260,b1761,c1061,d3967
a3698,b1199,c4527,d3571
a542,b2644,c2346,d2957
a1533,b118,c3616,d1947
a4175,b2337,c1118,d2485
a2598,b615,c4527,d3574
a1308,b1408,c4174,d2276
a2812,b3129,c3395,d922
a467,b1193,c4029,d1627
a1191,b2845,c1387,d472
a3382,b3738,c4291,d3171
a3110,b122,c771,d3755
a2597,b2809,c134,d2799
a1802,b624,c3862,d1894
a554,b2966,c2647,d3743
a2418,b223,c4685,d2693
a709,b2260,c1927,d3934
a710,b2054,c1219,d5
a1311,b2264,c3246,d910
a1624,b1187,c1269,d4187
a2609,b2439,c143,d1912
a1901,b2887,c2495,d4431
a2095,b3617,c3880,d3105
a3603,b76,c4095,d2491
a1375,b2046,c1020,d4080
a375,b484,c3137,d1750
a3306,b2597,c4282,d404
a7,b1906,c2467,d3911
a2936,b2363,c607,d4026
a3535,b1977,c4152,d3672
a1466,b3033,c93,d806
a1286,b3363,c998,d2288
a2597,b3741,c4698,d1801
a3218,b2155,c953,d2337
a3859,b1762,c1311,d3507
a4609,b1986,c2304,d3732
a1037,b3498,c2545,d747
a2953,b3418,c804,d1220
a2411,b2799,c1693,d273
a1263,b1016,c3980,d3193
a3395,b3772,c2173,d3553
a1918,b3548,c609,d4224
a711,b1832,c1588,d544
a58,b2283,c2032,d1976
a4172,b1577,c2464,d2512
a4646,b1639,c2423,d3316
a3998,b1799,c107,d3768
a4320,b3124,c3284,d1391
a1508,b1292,c894,d637
a1733,b1529,c2367,d2062
a2685,b2763,c4733,d2767
a1478,b3690,c2314,d2956
a1931,b1132,c1255,d2108
a2458,b2305,c336,d40
a2635,b2475,c280,d1886
a2258,b3763,c317,d3424
a3612,b2991,c2397,d2537
a1539,b2141,c899,d132
a3741,b130,c1600,d845
a3900,b2338,c523,d1573
a1645,b3172,c3296,d287
a1680,b270,c2755,d95
a3572,b3704,c2894,d635
a241,b2932,c4058,d3786
a4215,b3005,c536,d3715
a3922,b19,c860,d3469
a869,b711,c4293,d2195
a3195,b202,c3194,d2077
a2254,b1641,c1847,d1194
a4829,b1189,c1974,d822
a754,b167,c3529,d910
a3554,b1378,c3359,d1249
a349,b885,c1987,d1961
a912,b873,c59,d3489
a3443,b2476,c618,d3378
a2305,b858,c1963,d813
a692,b342,c4545,d3256
a3103,b3586,c1605,d1777
a2156,b1435,c4077,d3036
a961,b939,c3363,d3739
a1314,b659,c2843,d3514
a652,b3386,c3033,d636
a3529,b659,c141,d2307
a4453,b2779,c2934,d1825
a4346,b933,c4452,d4425
a2837,b1000,c1675,d3483
a776,b3392,c753,d2219
a2288,b1638,c4355,d1586
a1686,b773,c1279,d510
a1057,b2485,c1769,d4277
a2094,b2929,c1606,d3489
a367,b2082,c2094,d2208
a850,b1071,c3383,d3682
a1963,b1604,c3378,d2442
a1385,b791,c2677,d2429
a1996,b1445,c3041,d56
a618,b576,c619,d2036
a4386,b884,c426,d3031
a3697,b1291,c333,d307
a1831,b874,c4295,d2689
a4468,b2583,c4244,d3630
a3018,b1349,c1709,d3901
a3151,b3577,c4630,d4330
a20,b3301,c758,d2702
a2479,b1644,c3770,d151
a17,b65,c2971,d2166
a1812,b1745,c3202,d3794
a2897,b1674,c4042,d4191
a3019,b2696,c246,d885
a2214,b587,c4483,d1506
a900,b2287,c4428,d4416
a1886,b3423,c1217,d3518
a3281,b2603,c186,d4390
a835,b2417,c699,d3756
a4157,b3119,c3053,d3776
a3529,b1115,c4344,d3167
a3120,b2031,c662,d1910
a4643,b3586,c2542,d993
a568,b1833,c1745,d3871
a2973,b9,c3412,d4199
a4254,b1062,c2541,d3955
a3331,b738,c997,d1825
a2800,b76,c2011,d2140
a3757,b1627,c2741,d2715
a1717,b847,c3970,d1269
a4568,b728,c4370,d2491
a4060,b72,c4602,d4103
a2892,b3052,c2352,d2288
a4216,b2925,c3016,d2779
a4269,b3536,c1869,d3942
a4412,b3450,c3763,d2725
a2557,b2751,c1260,d3631
a3917,b2013,c3477,d1754
a3688,b2356,c9,d520
a3911,b1973,c3397,d356
a1237,b1873,c4097,d716
a2018,b2775,c4715,d4349
a1647,b2840,c383,d2295
a3995,b1484,c3980,d2135
a2318,b3124,c4438,d2962
a151,b64,c3190,d139
a4136,b3623,c2483,d3948
a1352,b1729,c3682,d1173
a483,b3199,c1132,d4002
a3896,b3257,c2628,d3493
a1480,b3527,c4055,d2496
a2661,b1313,c704,d2399
a3032,b327,c1926,d1402
a2273,b2157,c3215,d66
a70,b2536,c121,d1980
a4722,b3519,c339,d3888
a4039,b3554,c3244,d4203
a929,b3762,c789,d3101
a4771,b764,c2573,d537
a1216,b2059,c3847,d657
a541,b2130,c2394,d4222
a3403,b184,c4653,d3452
a61,b2013,c1943,d3470
a3350,b1542,c848,d2845
a3504,b1502,c2868,d922
a2205,b3267,c1738,d1888
a3300,b2076,c3112,d2345
a975,b1059,c3977,d3792
a2797,b2612,c3783,d2396
a2530,b726,c2197,d3905
a4203,b153,c360,d683
a3770,b3277,c2817,d2543
a109,b502,c2968,d4043
a1126,b1950,c3871,d938
a4586,b3156,c1651,d2681
a1863,b1000,c915,d3318
a1702,b2350,c1582,d4409
a1436,b2935,c2033,d2081
a842,b2346,c4443,d1085
a2151,b787,c2748,d3081
a3973,b2910,c3183,d219
a3218,b756,c1290,d1782
a4826,b2727,c2864,d3129
a257,b2619,c4029,d1918
a1921,b2463,c2459,d479
a4125,b479,c3483,d3364
a3249,b847,c1637,d3179
a2124,b894,c201,d2764
a1622,b2752,c3489,d1196
a2267,b3478,c1881,d932
a3046,b76,c756,d3855
a4886,b2815,c4080,d3335
a2968,b2483,c2792,d2113
a3319,b2140,c1081,d2653
a2463,b67,c4723,d1381
a847,b563,c1499,d3269
a853,b1296,c1124,d1898
a3770,b316,c1576,d54
a412,b1029,c4599,d4152
a4060,b2561,c2843,d3735
a2759,b1350,c1698,d1942
a3249,b119,c3659,d3202
a3804,b1979,c980,d2863
a3983,b1905,c2782,d1814
a305,b3282,c2260,d1531
a1880,b3703,c2681,d4303
a1431,b2125,c3067,d4019
a3388,b1164,c3662,d1536
a224,b770,c2971,d301
a1317,b2277,c914,d2397
a1953,b230,c420,d1729
a4708,b2673,c2469,d3653
a1657,b3107,c2613,d440
a4765,b1901,c2104,d1063
a1312,b2895,c4376,d2811
a971,b2010,c3582,d2373
a4794,b3355,c856,d257
a1671,b3046,c4615,d2260
a1103,b2627,c594,d322
a2394,b3544,c2887,d2962
a1074,b3484,c4732,d3771
a4256,b2449,c3379,d170
a482,b3514,c3658,d4144
a3747,b2567,c4552,d2455
a588,b1077,c1320,d2516
a2438,b2554,c4703,d4216
a2567,b3008,c2756,d1488
a1801,b2048,c2314,d3178
a3273,b837,c4758,d1646
a1629,b2945,c113,d102
a4295,b3614,c3313,d153
a4418,b118,c2864,d3224
a3419,b3327,c1025,d310
a165,b1851,c651,d618
a3765,b1910,c1916,d350
a655,b1435,c2960,d660
a1464,b2195,c2889,d2109
a3203,b1994,c1004,d1495
a1248,b804,c3067,d1616
a2899,b722,c1009,d2204
a4579,b438,c3526,d1478
a1526,b2628,c2148,d2683
a4113,b1891,c4536,d569
a3616,b3178,c974,d20
a4166,b309,c4299,d3264
a3346,b3558,c2053,d3533
a4241,b1500,c199,d1429
a4548,b2393,c3423,d4324
a4626,b2634,c2647,d2638
a3982,b1945,c546,d840
a1806,b2582,c1078,d1779
a2155,b994,c3152,d1731
a28,b2207,c3321,d3923
a285,b899,c972,d522
a1307,b3545,c572,d1601
a4717,b3556,c2946,d3271
a4565,b3348,c2410,d2797
a2096,b2883,c4369,d367
a1580,b3687,c953,d2141
a4615,b1114,c4757,d1710
a4090,b3525,c813,d3806
a308,b391,c3324,d1196
a548,b2360,c3794,d3019
a1806,b2514,c1861,d4399
a4635,b2095,c229,d1070
a3165,b1280,c114,d3182
a1332,b826,c1116,d320
a1181,b3149,c1551,d1069
a1595,b2835,c3419,d3278
a23,b468,c4194,d3459
a3693,b1079,c986,d3173
a1660,b500,c809,d3413
a581,b631,c1676,d1277
a3552,b2563,c2846,d2154
a1828,b3246,c2602,d1946
a84,b390,c4590,d2160
a4815,b348,c2218,d62
a2137,b2518,c24,d3979
a4753,b409,c2473,d3338
a4384,b3233,c4632,d4371
a1453,b1494,c4093,d245
a2080,b1443,c3076,d2757
a235,b3495,c973,d3262
a4065,b3408,c1543,d2331
a3037,b3404,c1723,d4362
a3299,b3,c4151,d3039
a1234,b3606,c1362,d1205
a3692,b1314,c1439,d1219
a4739,b448,c831,d3331
a3524,b3700,c2021,d2565
a890,b1977,c983,d474
a3105,b1456,c2465,d830
a1221,b1220,c4570,d179
a3365,b582,c3133,d825
a3690,b2799,c4756,d1596
a3012,b484,c1794,d1566
a4790,b125,c4058,d1338
a573,b1004,c2670,d2471
a3407,b3571,c1246,d261
a2523,b687,c4646,d1853
a1554,b3644,c1187,d355
a3095,b1517,c2067,d1089
a3853,b259,c4550,d2626
a1376,b1681,c3936,d3047
a3292,b2952,c3418,d1176
a454,b1765,c2620,d4034
a3706,b2011,c4728,d918
a2783,b520,c1296,d307
a3355,b2496,c1874,d3832
a3834,b3190,c1321,d716
a3672,b1844,c3979,d2611
a2841,b260,c1779,d1940
a3356,b1615,c46,d3890
a2037,b1737,c2057,d2263
a2156,b810,c467,d2914
a711,b2547,c552,d2507
a4423,b1273,c813,d2948
a1947,b1199,c853,d3729
a4294,b1258,c4598,d1779
a1331,b393,c2277,d2117
a966,b400,c2547,d2292
a609,b973,c3841,d1135
a1967,b622,c2438,d947
a2212,b1154,c807,d3378
a4182,b686,c1001,d2425
a1569,b2537,c3320,d3269
a3158,b1645,c2135,d3175
a4552,b269,c3008,d1594
a3129,b3611,c2128,d3748
a4775,b3698,c1825,d611
a3591,b636,c3046,d4397
a1582,b1575,c208,d4104
a3483,b3218,c464,d456
a1958,b2886,c3440,d1811
a3633,b1639,c1871,d101
a2361,b702,c1166,d4312
a3860,b3747,c1503,d2762
a1476,b1375,c353,d1568
a1440,b3261,c2491,d2977
a347,b1191,c2156,d2346
a1031,b2494,c1619,d2109
a1861,b3673,c488,d1869
a1448,b1913,c2473,d2097
a1773,b3284,c1576,d2903
a2769,b2039,c3966,d848
a3910,b1654,c4486,d469
a523,b2380,c1974,d3632
a4465,b3533,c4246,d1841
a4711,b2843,c4296,d4127
a2896,b63,c2307,d1814
a1035,b459,c4010,d1673
a4472,b3664,c971,d2035
a3578,b1791,c377,d3460
a810,b1347,c3272,d2680
a3502,b2780,c1502,d2394
a2870,b1949,c3155,d2342
a4792,b478,c3625,d3956
a4475,b1740,c882,d2118
a3193,b1037,c4521,d2029
a4653,b485,c2724,d2827
a3238,b82,c526,d1547
a3603,b1949,c4696,d2851
a3627,b2536,c157,d2557
a4103,b2235,c342,d277
a1131,b1736,c2817,d2370
a3027,b1128,c585,d496
a4653,b2886,c2762,d3912
a4356,b3051,c234,d2999
a4574,b470,c409,d2257
a1559,b1045,c974,d1651
a4528,b3506,c3917,d1555
a4673,b1063,c1360,d726
a489,b3340,c3640,d1667
a736,b1714,c2629,d3352
a4117,b2319,c2851,d1561
a1267,b2703,c3980,d3505
a1923,b48,c4006,d3489
a3459,b2854,c187,d3761
a2477,b1980,c3378,d972
a295,b2704,c4241,d2279
a3696,b1273,c1283,d1692
a4359,b2959,c2123,d2966
a4808,b314,c4665,d1523
a2320,b1707,c1143,d309
a2598,b720,c2836,d2432
a377,b2652,c4757,d3515
a2925,b3521,c2499,d347
a3975,b171,c441,d2801
a306,b1978,c3766,d2168
a2094,b2231,c1174,d1120
a4512,b499,c969,d2104
a2572,b3461,c4308,d3222
a2004,b2074,c1073,d1780
a137,b3374,c400,d3885
a649,b495,c3840,d1952
a1667,b199,c2252,d2010
a1570,b3681,c1039,d1016
a3810,b387,c1041,d45
a1590,b1909,c3969,d2176
a1996,b1611,c4021,d1532
a267,b240,c3479,d2471
a673,b2012,c2895,d3034
a1146,b8,c2377,d2642
a4829,b1154,c467,d41
a3790,b114,c3229,d2380
a1670,b8,c302,d1834
a1367,b367,c4677,d2396
a4273,b1838,c2370,d206
a3554,b1231,c2207,d3416
a1874,b2597,c4033,d921
a3980,b252,c2142,d273
a2405,b1586,c672,d680
a1288,b2242,c1481,d1342
a3975,b1680,c88,d638
a387,b1574,c1,d2569
a1291,b2838,c3829,d3657
a1476,b2921,c4300,d4246
a4531,b3604,c488,d3120
a1129,b3122,c1428,d3351
a1385,b1726,c2227,d3579
a2036,b2598,c1566,d427
a3017,b2956,c3407,d3027
a1676,b3355,c3832,d3606
a4754,b2079,c1967,d2186
a27,b73,c4732,d93
a1193,b2434,c218,d3127
a1633,b1973,c4188,d223
a3732,b533,c311,d393
a2971,b588,c529,d1386
a2289,b522,c2966,d3085
a2672,b954,c3855,d2235
a2342,b1324,c2539,d1700
a791,b1196,c4240,d2513
a18,b1592,c2364,d3894
a1725,b1189,c1591,d3893
a2024,b3191,c3925,d1089
a1391,b86,c15,d2159
a828,b1033,c2044,d4112
